NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE
Revolving loans,M,Y,Y,3,225000,900000,45000,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007305,-15185,-5224,-980,-4426,15,1,1,1,1,1,0,Managers,5,3,3,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.224699828,0.863363382,0.0557,0.0515,0.9811,0.7416,0.0142,0.04,0.0345,0.3333,0.375,0.0234,0.0454,0.0459,0,0,0.0567,0.0534,0.9811
Revolving loans,F,N,N,0,67500,135000,6750,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13353,-99,-7366,-4581,,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,11,0,0,0,0,1,1,Hotel,0.344209154,0.655328017,0.703203305,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,360000,675000,24799.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0105,-10561,-1861,-2265,-3157,,1,1,1,1,1,0,Managers,1,3,3,MONDAY,15,0,1,1,0,1,1,Business Entity Type 3,,0.254747502,,,,,,,,,,,,,,,,,,
Revolving loans,F,N,Y,0,90000,135000,6750,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-9888,-558,-4019,-2569,,1,1,1,1,0,0,Sales staff,1,3,3,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.491173764,,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,0,202500,755190,36459,675000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006305,-13985,-2853,-7482,-4115,5,1,1,0,1,0,0,,2,3,3,THURSDAY,5,0,0,0,0,0,0,Other,,0.459602305,0.669056695,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,0,112500,152820,15111,135000,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00823,-22139,365243,-2960,-4802,,1,0,0,1,1,0,,1,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.297686533,,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,112500,157500,9171,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-10453,-805,-6451,-3118,,1,1,0,1,0,0,Sales staff,2,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.225891063,0.475540664,0.495665829,0.0082,0.0164,0.9722,,,0,0.0345,0.0417,,0,,0.0081,,0,0.0084,0.017,0.9722
Cash loans,F,N,N,0,90000,225000,19246.5,225000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-11490,-4175,-3755,-882,,1,1,1,1,0,0,Core staff,2,2,2,WEDNESDAY,17,0,0,0,1,1,0,Kindergarten,,0.600406717,0.438281374,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,382500,522814.5,51061.5,481500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-16052,-1658,-1414,-4183,1,1,1,0,1,1,1,,2,1,1,TUESDAY,19,0,0,0,0,0,0,Business Entity Type 3,0.792869365,0.497656602,0.484851475,0.1021,0.1046,0.9747,0.6532,0,0,0.1724,0.1667,0.2083,0,0.0832,0.0888,0,0.0029,0.105,0.1078,0.9747
Cash loans,F,N,N,2,315000,900000,46084.5,900000,Family,Commercial associate,Higher education,Married,House / apartment,0.030755,-12433,-435,-4257,-1953,,1,1,0,1,0,0,Core staff,4,2,2,FRIDAY,15,0,0,0,1,1,0,Medicine,,0.665678824,0.086731264,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,1,135000,298467,33885,283500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.008866,-11258,-3356,-5228,-672,16,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,11,0,0,0,1,1,1,Self-employed,0.88042202,0.304117237,0.2692858,0.0165,0,0.9811,0.7416,0.0019,0,0.069,0.0417,0.0833,0,0.0134,0.0151,0,0,0.0168,0,
Cash loans,F,Y,N,2,72000,1002456,39883.5,810000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.008068,-13827,-318,-6458,-3161,19,1,1,0,1,0,0,Cooking staff,4,3,3,MONDAY,6,0,0,0,0,0,0,Medicine,,0.350526917,0.725276435,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,89100,170640,5170.5,135000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792,-21446,365243,-11001,-3959,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.56830202,0.104119916,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,2,360000,1755000,48262.5,1755000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-15640,-194,-2023,-4432,7,1,1,0,1,0,0,Laborers,4,2,2,THURSDAY,18,0,1,1,0,1,1,Industry: type 9,,0.628414253,0.69562193,,,,,,,,,,,,,,,,,
Cash loans,M,Y,N,0,189000,900000,26316,900000,Family,Working,Secondary / secondary special,Married,House / apartment,0.010556,-17311,-699,-3222,-862,7,1,1,1,1,1,0,,2,3,3,THURSDAY,14,0,1,1,0,1,1,Other,0.382337539,0.473599486,0.350695843,,,,,,,,,,,,,,,,,
Cash loans,M,Y,Y,2,180000,417024,33565.5,360000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16151,-3757,-5480,-6088,3,1,1,0,1,0,0,Laborers,4,1,1,MONDAY,17,0,0,0,0,0,0,Self-employed,0.495629582,0.456540667,0.810618022,,,,,,,,,,,,,,,,,
Revolving loans,F,N,Y,0,157500,270000,13500,270000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008575,-13384,-4631,-2284,-4034,,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.796881753,0.497448865,0.775155267,0.0216,0.0068,0.9523,0.3472,0.0092,0,0.1724,0.0833,0.125,0.0255,0.0168,0.0136,0.0039,0.0105,0.0221,0.0071,0.9523
Cash loans,M,Y,N,0,157500,810000,38965.5,810000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-11495,-4733,-5228,-3912,15,1,1,1,1,1,0,Drivers,2,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,,0.602126303,0.600657537,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,247500,888840,37363.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-16710,-636,-1420,-257,,1,1,0,1,1,0,Managers,2,3,3,THURSDAY,16,0,0,0,0,0,0,Other,,0.566562965,0.245851214,,,0.9707,,,,0.069,0.0417,,,,0.0139,,,,,0.9707
Cash loans,F,N,Y,0,135000,317979,16366.5,274500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00712,-11221,-1431,-1782,-2486,,1,1,0,1,0,0,Laborers,1,2,2,FRIDAY,7,0,0,0,0,0,0,Self-employed,0.265482672,0.505845729,0.707699345,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,0,315000,970380,28503,810000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-14784,-2393,-7902,-1468,,1,1,0,1,0,0,Managers,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.412975683,0.551340325,0.29109738,,,,,,,,,,,,,,,,,
Cash loans,F,N,N,1,157500,360000,17640,360000,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15790,-228,-753,-4428,,1,1,1,1,0,0,Laborers,3,2,2,SUNDAY,9,0,1,1,0,1,1,Business Entity Type 1,,0.491545402,0.19977057,,,,,,,,,,,,,,,,,
Revolving loans,M,N,Y,0,112500,135000,6750,135000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.011703,-23439,365243,-5985,-4576,,1,0,0,1,0,0,,2,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.727299733,0.474051289,,,,,,,,,,,,,,,,,
Revolving loans,M,Y,Y,1,135000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-10084,-1265,-356,-2687,8,1,1,0,1,0,0,,3,2,2,MONDAY,12,0,0,0,0,0,0,Transport: type 4,,0.560097275,0.450747282,,,,,,,,,,,,,,,,,
Cash loans,F,Y,Y,0,270000,953010,48789,837000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-17550,-4771,-3971,-1096,8,1,1,0,1,0,0,Managers,2,2,2,FRIDAY,9,0,0,0,0,1,1,Bank,,0.651107641,0.328063161,,,,,,,,,,,,,,,,,
Cash loans,F,N,Y,1,270000,416052,15813,292500,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.010032,-14353,-1092,-7664,-4311,,1,1,0,1,0,0,Cooking staff,3,2,2,TUESDAY,9,0,0,0,1,1,1,Industry: type 11,,0.444766557,,0.0619,0.0641,0.9826,0.762,0.029,0,0.1034,0.1667,0.2083,0.0343,0.0504,0.0389,0,0,0.063,0.0665,0.9826
